1,Post Date,Check,Description,Debit,Credit,Status,Balance
1,7/29/2023,,NOW Deposit - Zelle From GREGORY PAYNE +1-800-421-6674,,25.5,Posted,198.41
1,7/29/2023,,POS WD - ROSS STORES #855       RENO         NVUS,30.68,,Posted,172.91
1,7/29/2023,,POS WD - ROSS STORES #855       RENO         NVUS,62.74,,Posted,203.59
1,7/29/2023,,POS WD - WEST WIND DRIVE-INS    415-448-8500 CAUS,19,,Posted,266.33
1,7/29/2023,,POS WD - CVS/PHARMACY #08792 8792--680 N. Mc CarrenSparks       NVUS,14.21,,Posted,285.33
1,7/29/2023,,POS WD - LITTLE CAESARS 1410 0001 656 N MCCARRAN BLVD    SPARKS,16.55,,Posted,299.54
1,7/28/2023,,NOW Deposit - Zelle From GREGORY PAYNE +1-800-421-6674,,65,Posted,316.09
1,7/28/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,8.34,,Posted,251.09
1,7/28/2023,,External DP - VENMO  - CASHOUT,,9.69,Posted,259.43
1,7/28/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,150,Posted,249.74
1,7/27/2023,,POS WD - VENMO*                 Visa Direct  NYUS,33.74,,Posted,99.74
1,7/27/2023,,POS WD - VENMO*                 Visa Direct  NYUS,33.74,,Posted,133.48
1,7/27/2023,,NOW Withdrawal - Zelle To TOBIN SCHULTZ +1-800-421-6674,29.07,,Posted,167.22
1,7/27/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,2,,Posted,196.29
1,7/27/2023,,POS WD - RAISING CANES 0432     RENO         NVUS,17.2,,Posted,198.29
1,7/27/2023,,POS WD - PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,6.23,,Posted,215.49
1,7/25/2023,,POS WD - VZWRLSS*APOCC VISW     800-922-0204 FLUS,117.01,,Posted,221.72
1,7/25/2023,,External WD - NV ENERGY NORTH SPPCO - SPPC PYMT,266.93,,Posted,338.73
1,7/24/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,120,Posted,605.66
1,7/24/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,47.72,,Posted,485.66
1,7/24/2023,,External DP - VENMO  - CASHOUT,,66.73,Posted,533.38
1,7/23/2023,,POS WD - SMITHS FOOD # 43 175 LERENO         NVUS,14.69,,Posted,466.65
1,7/22/2023,,NOW Deposit - Zelle From MORGAN CARTLEDGE +1-800-421-6674,,66.73,Posted,481.34
1,7/22/2023,,NOW Deposit - Zelle From TOBIN SCHULTZ +1-800-421-6674,,66.73,Posted,414.61
1,7/22/2023,,POS WD - VENMO*                 Visa Direct  NYUS,106.07,,Posted,347.88
1,7/22/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,44,,Posted,453.95
1,7/22/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,3.02,,Posted,497.95
1,7/22/2023,,POS WD - BASKIN #361216 Q35     RENO         NVUS,14,,Posted,500.97
1,7/22/2023,,POS WD - EQT*Hometown Health Pla775-9823232  NVUS,169.54,,Posted,514.97
1,7/22/2023,,POS WD - MCDONALD'S F11402 5148 MAE ANNE BLVD     RENO         NVUS,7.67,,Posted,684.51
1,7/21/2023,,POS WD - NEKTERJUICEBAR         HTTPSLOCATIONNVUS,12.26,,Posted,692.18
1,7/21/2023,,POS WD - Roku for WarnerMedia Gl816-2728107  DEUS,9.99,,Posted,704.44
1,7/21/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,119.08,,Posted,714.43
1,7/20/2023,,POS WD - AMZN Mktp US*KD5933XQ3 Amzn.com/billWAUS,23.81,,Posted,833.51
1,7/20/2023,,POS WD - AMZN Mktp US*FE95Q3VQ3 Amzn.com/billWAUS,8,,Posted,857.32
1,7/20/2023,,POS WD - VENMO*                 Visa Direct  NYUS,577.8,,Posted,865.32
1,7/20/2023,,POS WD - VENMO*                 Visa Direct  NYUS,22.52,,Posted,1443.12
1,7/20/2023,,External WD - FARMERS INS  - EFT PYMT,17.24,,Posted,1465.64
1,7/20/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.16,Posted,1482.88
1,7/18/2023,,POS WD - Subway 10118           Reno         NVUS,36.69,,Posted,11.72
1,7/18/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,28.8,,Posted,48.41
1,7/18/2023,,POS WD - COSTCO GAS #0025       RENO         NVUS,48.44,,Posted,77.21
1,7/17/2023,,POS WD - MCDONALD'S F5023 5000 S VIRGINIA        RENO         NVUS,4.74,,Posted,125.65
1,7/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,130.39
1,7/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,9.99,,Posted,133.38
1,7/16/2023,,POS WD - BASKIN #347880 Q35     SPARKS       NVUS,7.39,,Posted,143.37
1,7/16/2023,,POS WD - DUNKIN #353932 Q35     SPARKS       NVUS,26,,Posted,150.76
1,7/15/2023,,POS WD - VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,176.76
1,7/15/2023,,POS WD - MCDONALD'S F11402 5148 MAE ANNE BLVD     RENO         NVUS,1.4,,Posted,190.6
1,7/15/2023,,POS WD - Netflix                1 8445052993 CAUS,15.49,,Posted,192
1,7/15/2023,,POS WD - EGG ROLL KING 1        RENO         NVUS,5.37,,Posted,207.49
1,7/15/2023,,POS WD - SPOTIFY                877-778-1161 NYUS,9.99,,Posted,212.86
1,7/14/2023,,POS WD - MCDONALD'S F1064 440 KEYSTONE AVE       RENO         NVUS,3.44,,Posted,222.85
1,7/13/2023,,ATM Deposit - GREATER NEVADA CU 120 SALOMON COURT      SPARKS       NVUS,,200,Posted,226.29
1,7/13/2023,,POS WD - DUTCH BROS             541-955-4700 ORUS,10,,Posted,26.29
1,7/13/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,4.99,,Posted,36.29
1,7/12/2023,,POS WD - AMZN Mktp US*4D27X5XZ3 Amzn.com/billWAUS,177.1,,Posted,41.28
1,7/12/2023,,POS WD - AMZN Mktp US*PW8DX9CH3 Amzn.com/billWAUS,6.47,,Posted,218.38
1,7/12/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,20,Posted,224.85
1,7/12/2023,,POS WD - TRACY LEGEE            HTTPSTRACYLEGNVUS,100,,Posted,204.85
1,7/12/2023,,POS WD - TRACY LEGEE            HTTPSTRACYLEGNVUS,100,,Posted,304.85
1,7/12/2023,,POS WD - AMZN Mktp US*GE7EW3GF3 Amzn.com/billWAUS,28.15,,Posted,404.85
1,7/12/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,200,Posted,433
1,7/12/2023,,POS WD - AMZN Mktp US*6B3324FB3 Amzn.com/billWAUS,128.48,,Posted,233
1,7/11/2023,,POS WD - AMZN Mktp US*XH4MS9CP3 Amzn.com/billWAUS,33.12,,Posted,361.48
1,7/11/2023,,POS WD - PT *RENOWN HEALTH      RENO         NVUS,50,,Posted,394.6
1,7/10/2023,,NOW Withdrawal - Zelle To TOBIN SCHULTZ +1-800-421-6674,24.25,,Posted,444.6
1,7/10/2023,,POS WD - Amazon Prime*8U9NO9YB3 Amzn.com/billWAUS,0.99,,Posted,468.85
1,7/10/2023,,POS WD - VENMO*                 Visa Direct  NYUS,15,,Posted,469.84
1,7/10/2023,,POS WD - CAT PERSON             855-918-2287 NYUS,111.06,,Posted,484.84
1,7/10/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,300,,Posted,595.9
1,7/10/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,895.9
1,7/10/2023,,POS WD - RICKS PIZZA - RENO     RENO         NVUS,19.76,,Posted,995.9
1,7/9/2023,,NOW Deposit - Zelle From GREGORY PAYNE +1-800-421-6674,,13,Posted,1015.66
1,7/9/2023,,POS WD - QDOBA 2305             RENO         NVUS,34.1,,Posted,1002.66
1,7/8/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,22.05,,Posted,1036.76
1,7/8/2023,,POS WD - SMITHS-FUEL #9344 175 LEMMON DR          RENO         NVUS,53.73,,Posted,1058.81
1,7/8/2023,,POS WD - SQ *WILLIAM'S COFFE    PHOENIX      AZUS,31.51,,Posted,1112.54
1,7/7/2023,,POS WD - FRYS FUEL # 7096 26300 N NORTERRA PK    PHOENIX      AZUS,32.34,,Posted,1144.05
1,7/7/2023,,POS WD - VENMO*                 Visa Direct  NYUS,36.6,,Posted,1176.39
1,7/7/2023,,POS WD - TST* JAMBA JUICE - 1426PHOENIX      AZUS,19.66,,Posted,1212.99
1,7/7/2023,,POS WD - YOUNEEDABUDGET.COM     HTTPSWWW.YOUNUTUS,98.99,,Posted,1232.65
1,7/6/2023,,POS WD - ONE STOP NUTRITION     PHOENIX      AZUS,61.88,,Posted,1331.64
1,7/6/2023,,POS WD - TJMAXX #0668 3409 W. THUNDERBIRD RD.PHOENIX THUNDAZUS,4.33,,Posted,1393.52
1,7/6/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,38.99,,Posted,1397.85
1,7/6/2023,,POS WD - ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,1436.84
1,7/5/2023,,POS WD - ASH AVE COMICS         TEMPE        AZUS,6.49,,Posted,1478.77
1,7/5/2023,,POS WD - TARGET T-1141 2727 W Agua Fria Fwy   Phoenix      AZUS,70.57,,Posted,1485.26
1,7/5/2023,,External WD - AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,1555.83
1,7/5/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1655.83
1,7/4/2023,,POS WD - METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,184.68
1,7/4/2023,,POS WD - VENMO*                 Visa Direct  NYUS,28,,Posted,220.34
1,7/3/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,248.34
1,7/3/2023,,External WD - GEICO  - PREM COLL,112.88,,Posted,148.34
1,7/3/2023,,External DP - VENMO  - CASHOUT,,176,Posted,261.22
1,7/2/2023,,POS WD - COCA COLA TEMPE AZ     TEMPE        AZUS,5.7,,Posted,85.22
1,7/2/2023,,POS WD - STEAMGAMES.COM 42595229425-8899642  WAUS,2.99,,Posted,90.92
1,7/2/2023,,POS WD - VENMO*                 Visa Direct  NYUS,81.82,,Posted,93.91
1,7/1/2023,,POS WD - ODYSEA AQUARIUM 9500 E SCOTTSDALE   AZUS,63.75,,Posted,175.73
1,7/1/2023,,POS WD - AKCHIN PAVILION AMPHI  PHOENIX      AZUS,10.86,,Posted,239.48
1,7/1/2023,,POS WD - VENMO*                 Visa Direct  NYUS,178.2,,Posted,250.34
1,7/1/2023,,POS WD - TALKING STICK RESORT A 165-02396947 CAUS,130.32,,Posted,428.54
1,6/30/2023,,Descriptive Deposit - Cash Back Reward,,10,Posted,558.86
1,6/30/2023,,POS WD - VENMO*                 Visa Direct  NYUS,60.02,,Posted,548.86
1,6/29/2023,,POS WD - PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,8.85,,Posted,608.88
1,6/27/2023,,POS WD - SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,14.77,,Posted,617.73
1,6/27/2023,,POS WD - SMITHS FOOD # 4344     RENO         NVUS,3.02,,Posted,632.5
1,6/26/2023,,POS WD - AMZN Mktp US*CH09B55D3 Amzn.com/billWAUS,4.92,,Posted,635.52
1,6/25/2023,,POS WD - AMZN Mktp US*UP4DV0DS3 Amzn.com/billWAUS,34.63,,Posted,640.44
1,6/25/2023,,POS WD - VZWRLSS*APOCC VISW     800-922-0204 FLUS,126.93,,Posted,675.07
1,6/24/2023,,POS WD - SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,15.54,,Posted,802
1,6/23/2023,,POS WD - WM SUPERCENTER #3254 Wal-Mart Super Center  RENO         NVU,21.39,,Posted,817.54
1,6/22/2023,,POS WD - 7-ELEVEN 6150 S. MCCARRAN   US  RENO         NVUS,6.74,,Posted,838.93
1,6/22/2023,,"POS WD - ELLEN B. MCBRIDE, A PRORENO         NVUS",100,,Posted,845.67
1,6/22/2023,,NOW Deposit - Zelle From IHC-Metlife Pet +1-800-421-6674,,95.51,Posted,945.67
1,6/22/2023,,External WD - NV ENERGY NORTH SPPCO - SPPC PYMT,101.2,,Posted,850.16
1,6/22/2023,,POS WD - PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,18.68,,Posted,951.36
1,6/21/2023,,POS WD - VENMO*                 Visa Direct  NYUS,574.92,,Posted,970.04
1,6/21/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,9.99,,Posted,1544.96
1,6/21/2023,,External WD - DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,92.47,,Posted,1554.95
1,6/21/2023,,External DP - VENMO  - CASHOUT,,67.47,Posted,1647.42
1,6/21/2023,,"External DP - FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,200,Posted,1579.95
1,6/21/2023,,"POS WD - Roku 2711 Centerville Road, Wilmington   DEUS",9.99,,Posted,1379.95
1,6/20/2023,,POS WD - VENMO*                 Visa Direct  NYUS,116.18,,Posted,1389.94
1,6/20/2023,,POS WD - VENMO*                 Visa Direct  NYUS,28.76,,Posted,1506.12
1,6/20/2023,,External WD - FARMERS INS  - EFT PYMT,17.21,,Posted,1534.88
1,6/20/2023,,External DP - ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.14,Posted,1552.09
1,6/18/2023,,POS WD - 7-ELEVEN 8075 LEMMON DR     US  RENO         NVUS,6.53,,Posted,80.95
1,6/17/2023,,POS WD - STEAMGAMES.COM 42595229425-8899642  WAUS,15.5,,Posted,87.48
1,6/17/2023,,POS WD - APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,102.98
1,6/17/2023,,POS WD - COSTCO GAS #0025       RENO         NVUS,30.07,,Posted,105.97
1,6/17/2023,,POS WD - PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,8.85,,Posted,136.04
1,6/16/2023,,POS WD - TRADER JOE S #08 TRADERRENO         NVUS,37.77,,Posted,144.89
1,6/15/2023,,POS WD - Netflix.com            866-5797172  CAUS,15.49,,Posted,182.66
1,6/15/2023,,POS WD - VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,198.15
1,6/15/2023,,POS WD - SPOTIFY                877-778-1161 NYUS,9.99,,Posted,211.99
1,6/13/2023,,POS WD  VENMO*                 Visa Direct  NYUS,25,,Posted,221.98
1,6/13/2023,,POS WD  VENMO*                 Visa Direct  NYUS,20.54,,Posted,246.98
1,6/12/2023,,External WD PAYPAL 230611PPZ2XV - INST XFER,14.99,,Posted,267.52
1,6/11/2023,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,4.99,,Posted,282.51
1,6/11/2023,,POS WD  CENTURY THEATRES 443   RENO         NVUS,21.54,,Posted,287.5
1,6/11/2023,,POS WD  BLUEFIN POKE           RENO         NVUS,47.74,,Posted,309.04
1,6/9/2023,,NOW Withdrawal  Zelle To GREGORY PAYNE +1-800-421-6674,88,,Posted,356.78
1,6/9/2023,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,100,Posted,444.78
1,6/8/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,300,,Posted,344.78
1,6/8/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,200,,Posted,644.78
1,6/8/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,844.78
1,6/7/2023,,POS WD  IN N OUT BURGER 377    RENO         NVUS,8.39,,Posted,944.78
1,6/7/2023,,POS WD  COSTCO GAS #0025       RENO         NVUS,48.39,,Posted,953.17
1,6/7/2023,,POS WD  TRACY LEGEE            HTTPSTRACYLEGNVUS,100,,Posted,1001.56
1,6/6/2023,,POS WD VCA ANIMAL 4792 CAUGHLIN PKWY US  RENO         NVUS,119.39,,Posted,1101.56
1,6/6/2023,,POS WD  EQT*Hometown Health Pla775-9823232  NVUS,169.54,,Posted,1220.95
1,6/6/2023,,POS WD  ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,1390.49
1,6/5/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.16,Posted,1432.42
1,6/4/2023,,POS WD  WILD ISLAND -ADMISSIONSSPARKS       NVUS,24.5,,Posted,-38.74
1,6/4/2023,,Max OD Access Fee (SYS)  METLIFE PET            HTTPSWWW.PETFINUS,35,,Posted,-14.24
1,6/4/2023,,Overdraft Protection Deposit,,1.09,Posted,20.76
1,6/4/2023,,POS WD  METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,19.67
1,6/3/2023,,"POS WD  SQ *WILD ISLAND, INC.  Sparks       NVUS",17.82,,Posted,55.33
1,6/3/2023,,"POS WD  SQ *WILD ISLAND, INC.  Sparks       NVUS",19,,Posted,73.15
1,6/3/2023,,POS WD  PP*DUTCH BROS NV0601   GRANTS PASS  ORUS,7.4,,Posted,92.15
1,6/2/2023,,POS WD WM SUPERCENTER #3254 Wal-Mart Super Center  RENO         NVU,17.94,,Posted,99.55
1,6/2/2023,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,50,Posted,117.49
1,6/2/2023,,External WD GEICO  - PREM COLL,112.88,,Posted,67.49
1,6/1/2023,,POS WD  VENMO*                 Visa Direct  NYUS,16.36,,Posted,180.37
1,6/1/2023,,POS WD  VENMO*                 Visa Direct  NYUS,28.76,,Posted,196.73
1,5/31/2023,,Descriptive Deposit Cash Back Reward,,10,Posted,225.49
1,5/30/2023,,POS WD  QDOBA 2368             RENO         NVUS,16.44,,Posted,215.49
1,5/29/2023,,POS WD  Amazon.com*UY5133HI3   Amzn.com/billWAUS,12.74,,Posted,231.93
1,5/28/2023,,POS WD  DD DOORDASH GOLDENFLO  855-973-1040 CAUS,37.53,,Posted,244.67
1,5/28/2023,,POS WD  DD DOORDASH GOLDENFLO  855-973-1040 CAUS,41.02,,Posted,282.2
1,5/28/2023,,POS WD  SQ *NATURAL SELECTION SReno         NVUS,19.49,,Posted,323.22
1,5/27/2023,,POS WD  AMZN Mktp US*9A2BJ2873 Amzn.com/billWAUS,27.76,,Posted,342.71
1,5/27/2023,,POS WD  AMZN Mktp US*RH1GE5GP3 Amzn.com/billWAUS,28.11,,Posted,370.47
1,5/27/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,7.96,,Posted,398.58
1,5/27/2023,,POS WD  TST* JAMBA JUICE - 0498RENO         NVUS,9.07,,Posted,406.54
1,5/26/2023,,POS WD WAL-MART #3254 5260 W 7TH ST          RENO         NVUS,5.93,,Posted,415.61
1,5/26/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,15.15,,Posted,421.54
1,5/26/2023,,Point Of Sale Deposit  AMZN Mktp US           Amzn.com/billWAUS,,33.93,Posted,436.69
1,5/25/2023,,POS WD  NEKTERJUICEBAR         HTTPSLOCATIONNVUS,13,,Posted,402.76
1,5/25/2023,,POS WD  VZWRLSS*APOCC VISW     800-922-0204 FLUS,106.42,,Posted,415.76
1,5/24/2023,,POS WD  AMZN Mktp US*G323Z1XA3 Amzn.com/billWAUS,10.82,,Posted,522.18
1,5/23/2023,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,533
1,5/23/2023,,"External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER",,150,Posted,535.99
1,5/23/2023,,POS WD  AMZN Mktp US*EV5GA8AA3 Amzn.com/billWAUS,23.81,,Posted,385.99
1,5/23/2023,,POS WD  AMZN Mktp US*OO6T11QJ3 Amzn.com/billWAUS,91.25,,Posted,409.8
1,5/23/2023,,POS WD  TRADER JOE S #08 TRADERRENO         NVUS,31.92,,Posted,501.05
1,5/23/2023,,Deposit Internet Transfer from xxx0643,,160,Posted,532.97
1,5/23/2023,,Withdrawal Internet Transfer to xxx0643,80,,Posted,372.97
1,5/23/2023,,POS WD  VENMO*                 Visa Direct  NYUS,760.56,,Posted,452.97
1,5/23/2023,,Deposit Internet Transfer from xxx0643,,760,Posted,1213.53
1,5/23/2023,,External DP VENMO  - CASHOUT,,67.48,Posted,453.53
1,5/23/2023,,POS WD  TST* The Urban Deli    Reno         NVUS,19.37,,Posted,386.05
1,5/22/2023,,POS WD LEMMON WAY GROCERY OUTLE 200 LEMMON DRIVE.      RENO,1.95,,Posted,405.42
1,5/22/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,34,,Posted,407.37
1,5/22/2023,,External WD FARMERS INS  - EFT PYMT,17.21,,Posted,441.37
1,5/21/2023,,POS WD  SQ *OLIVIER'S ORGANIC FReno         NVUS,31.18,,Posted,458.58
1,5/21/2023,,POS WD  SQ *MWINTSOPH ENTERPRISReno         NVUS,22.66,,Posted,489.76
1,5/21/2023,,POS WD  SQ *LITTLE FISH COMPANYAuburn       CAUS,38.79,,Posted,512.42
1,5/21/2023,,POS WD VIOC IG0001 305 BUCK DR            RENO         NVUS,82.02,,Posted,551.21
1,5/21/2023,,"POS WD Roku 2711 Centerville Road, Wilmington   DEUS",9.99,,Posted,633.23
1,5/20/2023,,POS WD  CHEVRON/FAST LANE      TRUCKEE      CAUS,13.12,,Posted,643.22
1,5/19/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,11.72,,Posted,656.34
1,5/19/2023,,POS WD  DUTCH BROS             541-955-4700 ORUS,15,,Posted,668.06
1,5/19/2023,,Withdrawal rent,760,,Posted,683.06
1,5/19/2023,,Withdrawal Internet Transfer to xxx0643,80,,Posted,1443.06
1,5/19/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1523.06
1,5/18/2023,,POS WD  AMZN Mktp US*2779W40W3 Amzn.com/billWAUS,33.93,,Posted,51.91
1,5/18/2023,,POS WD  DUTCH BROS             541-955-4700 ORUS,15,,Posted,85.84
1,5/17/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,10.48,,Posted,100.84
1,5/17/2023,,POS WD  APPLE.COM/BILL         866-712-7753 CAUS,2.99,,Posted,111.32
1,5/16/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,50,,Posted,114.31
1,5/16/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,10,,Posted,164.31
1,5/15/2023,,Deposit Internet Transfer from xxx0643,,80,Posted,174.31
1,5/15/2023,,POS WD  Steam Purchase         425-9522985  WAUS,2.99,,Posted,94.31
1,5/15/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,14.97,,Posted,97.3
1,5/15/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,24,,Posted,112.27
1,5/15/2023,,POS WD  NETFLIX COM            LOS GATOS    CAUS,15.49,,Posted,136.27
1,5/15/2023,,POS WD  VSP 800-785-0699       800-785-0699 TXUS,13.84,,Posted,151.76
1,5/14/2023,,POS WD  SPOTIFY                877-778-1161 NYUS,9.99,,Posted,165.6
1,5/14/2023,,POS WD  SP SUGAR LOVE CANDY    180-04799830 NVUS,7,,Posted,175.59
1,5/14/2023,,POS WD  SQ *RIN TIN TAPS       Reno         NVUS,14.4,,Posted,182.59
1,5/14/2023,,POS WD  SQ *PREMA FARM         Reno         NVUS,11,,Posted,196.99
1,5/14/2023,,POS WD  SQ *UVAL CARE          Reno         NVUS,16.24,,Posted,207.99
1,5/14/2023,,POS WD  VENMO*                 Visa Direct  NYUS,50.05,,Posted,224.23
1,5/14/2023,,"POS WD Uber Technologies, Inc 405 Howard St          San FranciscoC",5.23,,Posted,274.28
1,5/13/2023,,"POS WD Uber Technologies, Inc 405 Howard St          San FranciscoC",30.8,,Posted,279.51
1,5/13/2023,,POS WD  VENMO*                 Visa Direct  NYUS,105.35,,Posted,310.31
1,5/13/2023,,POS WD SMITHS FOOD # 4344 175 LEMMON DRIVE       RENO         NVUS,6.7,,Posted,415.66
1,5/13/2023,,POS WD  CHEWY.COM              800-672-4399 FLUS,56.15,,Posted,422.36
1,5/12/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,14,,Posted,478.51
1,5/12/2023,,POS WD  APPLE.COM/BILL         800-275-2273 CAUS,4.99,,Posted,492.51
1,5/11/2023,,POS WD  NEKTER JUICE BAR 8195  RENO         NVUS,11.77,,Posted,497.5
1,5/11/2023,,POS WD  DD DOORDASH INDIAKEBA  855-973-1040 CAUS,29.54,,Posted,509.27
1,5/11/2023,,External WD PAYPAL INSTANT TRANSFER - INST XFER,14.99,,Posted,538.81
1,5/11/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,10,,Posted,553.8
1,5/10/2023,,Deposit Internet Transfer from xxx0643,,189.32,Posted,563.8
1,5/9/2023,,External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER,100,,Posted,374.48
1,5/8/2023,,POS WD  VENMO*                 Visa Direct  NYUS,61,,Posted,474.48
1,5/8/2023,,External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT,307.94,,Posted,535.48
1,5/7/2023,,Deposit dental insurance,,41.93,Posted,843.42
1,5/7/2023,,Withdrawal Internet Transfer to xxx0643,50,,Posted,801.49
1,5/6/2023,,POS WD  BATH AND BODY WORKS 523SPARKS       NVUS,107.51,,Posted,851.49
1,5/6/2023,,POS WD  VENMO*                 Visa Direct  NYUS,82.68,,Posted,959
1,5/6/2023,,POS WD  ANTHEM BLUE INDIVIDUAL 844-507-8474 INUS,41.93,,Posted,1041.68
1,5/5/2023,,POS WD  SLUSHEES VAPOR         RENO         NVUS,16.23,,Posted,1083.61
1,5/5/2023,,POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE      RENO         N,6.93,,Posted,1099.84
1,5/5/2023,,POS WD  DUTCH BROS             541-955-4700 ORUS,15,,Posted,1106.77
1,5/5/2023,,Withdrawal upcoming bills,231.25,,Posted,1121.77
1,5/5/2023,,POS WD  VENMO*                 Visa Direct  NYUS,37.5,,Posted,1353.02
1,5/5/2023,,POS WD  VENMO*                 Visa Direct  NYUS,83.05,,Posted,1390.52
1,5/5/2023,,External DP ASSIST-2-SELL IN WRS667 02761ASSIS001 - Payroll,,1471.15,Posted,1473.57
1,5/4/2023,,POS WD  RAISING CANES 0432     RENO         NVUS,11.9,,Posted,2.42
1,5/4/2023,,POS WD  METLIFE PET            HTTPSWWW.PETFINUS,35.66,,Posted,14.32
1,5/3/2023,,POS WD  TST* COSTA VIDA- RENO  RENO         NVUS,16.75,,Posted,49.98
1,5/3/2023,,POS WD MCDONALD'S F5023 5000 S VIRGINIA        RENO         NVUS,9.3,,Posted,66.73
1,5/3/2023,,POS WD  COSTCO GAS #0025       RENO         NVUS,48.1,,Posted,76.03
1,5/2/2023,,External WD GEICO  - PREM COLL,112.88,,Posted,124.13
1,5/1/2023,,External WD NV ENERGY NORTH SPPCO - SPPC PYMT,108.43,,Posted,237.01
1,5/1/2023,,External WD PAYPAL INSTANT TRANSFER - INST XFER,38.92,,Posted,345.44
1,5/1/2023,,External DP VENMO  - CASHOUT,,15.77,Posted,384.36
1,5/1/2023,,NOW Deposit  Zelle From IHC-Metlife Pet +1-800-421-6674,,68.5,Posted,368.59
