"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/29/2022","External WD DISCOVER DC PYMNTS D","External WD DISCOVER DC PYMNTS D","50.00","debit","Credit Card Payment","Cash Back Student Checking","",""
"8/29/2022","POS WD  VENMO*                 V","POS WD  VENMO*                 V","10.67","debit","Groceries","Cash Back Student Checking","",""
"8/28/2022","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","50.00","credit","Hide from Budgets & Trends","DISCOVER IT CHROME CARD","",""
"8/27/2022","NOW Withdrawal  Zelle To TOBIN S","NOW Withdrawal  Zelle To TOBIN S","30.00","debit","Transfer","Cash Back Student Checking","",""
"8/26/2022","AMZN MKTP US*MA5R73Y03 AMZN.COM/BILLWA
7B6RODDHUSO","AMZN MKTP US*MA5R73Y03 AMZN.COM/BILLWA
7B6RODDHUSO","14.39","debit","Shopping","DISCOVER IT CHROME CARD","",""
"8/26/2022","POS WD SMITHS FOOD # 43 175 LEMM","POS WD SMITHS FOOD # 43 175 LEMM","6.97","debit","Groceries","Cash Back Student Checking","",""
"8/26/2022","POS WD  SQ *PREMA FARM         R","POS WD  SQ *PREMA FARM         R","5.00","debit","Groceries","Cash Back Student Checking","",""
"8/26/2022","POS WD  SQ *FIRST FRUITS SUSTAIF","POS WD  SQ *FIRST FRUITS SUSTAIF","1.00","debit","Groceries","Cash Back Student Checking","",""
"8/26/2022","POS WD  SHELL SERVICE STATION  R","POS WD  SHELL SERVICE STATION  R","6.00","debit","Gas & Fuel","Cash Back Student Checking","",""
"8/25/2022","BEST LIFE AND HEALTH INS IRVINE CA","BEST LIFE AND HEALTH INS IRVINE CA","33.09","debit","Health Insurance","DISCOVER IT CHROME CARD","",""
"8/25/2022","POS WD  VENMO*                 V","POS WD  VENMO*                 V","650.00","debit","Groceries","Cash Back Student Checking","",""
"8/25/2022","External DP NV GAME DESIGN L  -","External DP NV GAME DESIGN L  -","564.74","credit","Paycheck","Cash Back Student Checking","",""
"8/25/2022","POS WD  DUNKIN #353932 Q35     S","POS WD  DUNKIN #353932 Q35     S","11.53","debit","Coffee Shops","Cash Back Student Checking","",""
"8/25/2022","POS WD  VZWRLSS*APOCC VISW     8","POS WD  VZWRLSS*APOCC VISW     8","106.70","debit","Mobile Phone","Cash Back Student Checking","",""
"8/25/2022","External DP VENMO  - CASHOUT","External DP VENMO  - CASHOUT","69.54","credit","Income","Cash Back Student Checking","",""
"8/24/2022","SHEIN.COM LOS ANGELES CA","SHEIN.COM LOS ANGELES CA","43.85","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"8/24/2022","POS WD  AMAZON.COM             S","POS WD  AMAZON.COM             S","70.77","debit","Shopping","Cash Back Student Checking","",""
"8/24/2022","External DP PAYPAL TRANSFER - TR","External DP PAYPAL TRANSFER - TR","162.00","credit","Transfer","Cash Back Student Checking","",""
"8/24/2022","POS WD  PP*DUTCH BROS NV0601   G","POS WD  PP*DUTCH BROS NV0601   G","2.86","debit","Coffee Shops","Cash Back Student Checking","",""
"8/23/2022","POS WD  VENMO*                 V","POS WD  VENMO*                 V","41.55","debit","Groceries","Cash Back Student Checking","",""
"8/23/2022","External DP GreaterNevada  - E-D","External DP GreaterNevada  - E-D","628.01","credit","Transfer","Cash Back Student Checking","",""
"8/22/2022","External WD FARMERS INS  - EFT P","External WD FARMERS INS  - EFT P","17.21","debit","Life Insurance","Cash Back Student Checking","",""
"8/22/2022","AMZN MKTP US*F47MH1713 AMZN.COM/BILLWA
5O8KXCF4VWX","AMZN MKTP US*F47MH1713 AMZN.COM/BILLWA
5O8KXCF4VWX","36.23","debit","Shopping","DISCOVER IT CHROME CARD","",""
"8/21/2022","POS WD  Roku for WarnerMedia Gl8","POS WD  Roku for WarnerMedia Gl8","9.99","debit","Subscriptions","Cash Back Student Checking","",""
"8/21/2022","POS WD  IN N OUT BURGER 187    C","POS WD  IN N OUT BURGER 187    C","5.41","debit","Fast Food","Cash Back Student Checking","",""
"8/20/2022","McDonald's","POS WD MCDONALD'S F10489 120 LEM","1.08","debit","Restaurants","Cash Back Student Checking","",""
"8/20/2022","POS WD  VENMO*                 V","POS WD  VENMO*                 V","124.00","debit","Groceries","Cash Back Student Checking","",""
"8/20/2022","MAVERIK #443 RENO NV
APPLE PAY ENDING IN 3793","MAVERIK #443 RENO NV
APPLE PAY ENDING IN 3793","13.52","debit","Electronics & Software","DISCOVER IT CHROME CARD","",""
"8/19/2022","POS WD  DUTCH BROS             5","POS WD  DUTCH BROS             5","15.00","debit","Coffee Shops","Cash Back Student Checking","",""
"8/19/2022","MAVERIK #443 RENO NV
APPLE PAY ENDING IN 3793","MAVERIK #443 RENO NV
APPLE PAY ENDING IN 3793","63.43","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/18/2022","POS WD  DUTCH BROS             5","POS WD  DUTCH BROS             5","10.00","debit","Coffee Shops","Cash Back Student Checking","",""
"8/17/2022","AUTOMATIC STATEMENT CREDIT","AUTOMATIC STATEMENT CREDIT","8.15","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"8/17/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","26.61","debit","Groceries","Cash Back Student Checking","",""
"8/17/2022","POS WD APPLE.COM/BILL 866-712-7753 CAUS","POS WD  APPLE.COM/BILL         8","2.99","debit","Electronics & Software","Cash Back Student Checking","",""
"8/17/2022","POS WD GLI*GERBER LIFE INSUR 800-704-2180 MIUS","POS WD  GLI*GERBER LIFE INSUR  8","69.96","debit","Life Insurance","Cash Back Student Checking","",""
"8/17/2022","External DP VENMO - CASHOUT","External DP VENMO  - CASHOUT","10.00","credit","Income","Cash Back Student Checking","",""
"8/16/2022","POS WD Adobe Inc 800-8336687 CAUS","POS WD  Adobe Inc              8","29.99","debit","Electronics & Software","Cash Back Student Checking","",""
"8/16/2022","POS WD DUTCH BROS 541-955-4700 ORUS","POS WD  DUTCH BROS             5","10.00","debit","Coffee Shops","Cash Back Student Checking","",""
"8/16/2022","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","35.96","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"8/16/2022","External DP VENMO - CASHOUT","External DP VENMO  - CASHOUT","90.00","credit","Income","Cash Back Student Checking","",""
"8/16/2022","POS WD VENMO* Visa Direct NYUS","POS WD  VENMO*                 V","72.72","debit","Groceries","Cash Back Student Checking","",""
"8/14/2022","Interest Payment","Interest Payment","0.23","credit","Interest Income","High Yield Savings Acct","",""
"8/14/2022","POS WD SPOTIFY 877-778-1161 NYUS","POS WD  SPOTIFY                8","9.99","debit","Music","Cash Back Student Checking","",""
"8/13/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","25.99","debit","Groceries","Cash Back Student Checking","",""
"8/12/2022","External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","228.00","debit","Credit Card Payment","Cash Back Student Checking","",""
"8/12/2022","POS WD PP*DUTCH BROS NV0601 GRANTS PASS ORUS","POS WD  PP*DUTCH BROS NV0601   G","5.36","debit","Coffee Shops","Cash Back Student Checking","",""
"8/12/2022","POS WD DD DOORDASH GOLDENFLO 855-973-1040 CAUS","POS WD  DD DOORDASH GOLDENFLO  8","43.28","debit","Food Delivery","Cash Back Student Checking","",""
"8/11/2022","AMAZON PRIME*OH56G6GS3 AMZN.COM/BILLWA
5UJLT7W70AZ","AMAZON PRIME*OH56G6GS3 AMZN.COM/BILLWA
5UJLT7W70AZ","7.49","debit","Shopping","DISCOVER IT CHROME CARD","",""
"8/11/2022","POS WD RAISING CANE\u0027S 452 RENO NVUS","POS WD  RAISING CANE'S 452     R","10.91","debit","Restaurants","Cash Back Student Checking","",""
"8/11/2022","POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE RENO N","POS WD SAVE MART #554 RENO NV 4995 KIETZKE LANE RENO N","11.18","debit","Groceries","Cash Back Student Checking","",""
"8/10/2022","DUTCH BROS 541-955-4700 OR
APPLE PAY ENDING IN 3793","DUTCH BROS 541-955-4700 OR
APPLE PAY ENDING IN 3793","10.00","debit","Coffee Shops","DISCOVER IT CHROME CARD","",""
"8/10/2022","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","228.00","credit","Hide from Budgets & Trends","DISCOVER IT CHROME CARD","",""
"8/10/2022","External DP NV GAME DESIGN L - PAYROLL","External DP NV GAME DESIGN L  -","682.55","credit","Paycheck","Cash Back Student Checking","",""
"8/10/2022","POS WD AMZN Mktp US*MI2PU69D3 Amzn.com/billWAUS","POS WD  AMZN Mktp US*MI2PU69D3 A","7.57","debit","Shopping","Cash Back Student Checking","",""
"8/08/2022","AMZN MKTP US*650A68723 AMZN.COM/BILLWA
6BEIISCO5U8","AMZN MKTP US*650A68723 AMZN.COM/BILLWA
6BEIISCO5U8","16.23","debit","Shopping","DISCOVER IT CHROME CARD","",""
"8/08/2022","POS WD VENMO* Visa Direct NYUS","POS WD VENMO* Visa Direct NYUS","4.57","debit","Groceries","Cash Back Student Checking","",""
"8/07/2022","MARSHALLS #0393 RENO NV","MARSHALLS #0393 RENO NV","207.77","debit","Clothing","DISCOVER IT CHROME CARD","",""
"8/07/2022","T J MAXX #255 RENO NV","T J MAXX #255 RENO NV","54.11","debit","Clothing","DISCOVER IT CHROME CARD","",""
"8/07/2022","TARGET 00013631091 RENO NV","TARGET 00013631091 RENO NV","15.16","debit","Shopping","DISCOVER IT CHROME CARD","",""
"8/07/2022","SP GLAMORISE 2126845025 NY","SP GLAMORISE 2126845025 NY","40.16","debit","Gift","DISCOVER IT CHROME CARD","",""
"8/06/2022","WILD ISLAND -ADMISSIONS SPARKS NV","WILD ISLAND -ADMISSIONS SPARKS NV","11.50","debit","Entertainment","DISCOVER IT CHROME CARD","",""
"8/06/2022","SHEIN.COM LOS ANGELES CA","SHEIN.COM LOS ANGELES CA","185.12","debit","Clothing","DISCOVER IT CHROME CARD","",""
"8/06/2022","WILD ISLAND INC SPARKS NV","WILD ISLAND INC SPARKS NV","21.00","debit","Amusement","DISCOVER IT CHROME CARD","",""
"8/06/2022","Deposit Mobile Transfer from 886610643 SAV","Deposit Mobile Transfer from 886610643 SAV","50.00","credit","Transfer","Cash Back Student Checking","",""
"8/06/2022","Withdrawal Mobile Transfer to 886610651 CK","Withdrawal Mobile Transfer to 886610651 CK","50.00","debit","Transfer","Regular Share","",""
"8/05/2022","SMITHS FOOD # 4344 RENO NV","SMITHS FOOD # 4344 RENO NV","6.69","debit","Groceries","DISCOVER IT CHROME CARD","",""
"8/05/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","7.99","debit","Groceries","Cash Back Student Checking","",""
"8/05/2022","POS WD VENMO* Visa Direct NYUS","POS WD VENMO* Visa Direct NYUS","25.00","debit","Groceries","Cash Back Student Checking","",""
"8/04/2022","POS WD WENDY\u0027\u0027S RENO NVUS","POS WD WENDY\u0027\u0027S RENO NVUS","1.83","debit","Fast Food","Cash Back Student Checking","",""
"8/02/2022","External WD GEICO - PREM COLL","External WD GEICO - PREM COLL","82.47","debit","Auto Insurance","Cash Back Student Checking","",""
"8/01/2022","SMITHS-FUEL #9344 RENO NV","SMITHS-FUEL #9344 RENO NV","61.22","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"8/01/2022","POS WD PP*DUTCH BROS NV0601 GRANTS PASS ORUS","POS WD PP*DUTCH BROS NV0601 GRANTS PASS ORUS","1.02","debit","Coffee Shops","Cash Back Student Checking","",""
"8/01/2022","POS WD EIG*Hostgator.com 713-5745287 MAUS","POS WD EIG*Hostgator.com 713-5745287 MAUS","17.95","debit","Internet","Cash Back Student Checking","",""
"8/01/2022","POS WD WAL-MART #4239 250 VISTA KNOLL PARKWAYRENO NVUS","POS WD WAL-MART #4239 250 VISTA KNOLL PARKWAYRENO NVUS","23.54","debit","Shopping","Cash Back Student Checking","",""
"8/01/2022","POS WD VENMO* Visa Direct NYUS","POS WD VENMO* Visa Direct NYUS","7.01","debit","Groceries","Cash Back Student Checking","",""
"8/01/2022","POS WD LOWE\u0027\u0027S #32 5075 KIETZKE LANE US RENO NVUS","POS WD LOWE\u0027\u0027S #32 5075 KIETZKE LANE US RENO NVUS","14.30","debit","Home Improvement","Cash Back Student Checking","",""
"8/01/2022","External DP FID BKG SVC LLC - MONEYLINE","External DP FID BKG SVC LLC - MONEYLINE","70.00","credit","Income","Cash Back Student Checking","",""
"7/31/2022","Credit Interest","Credit Interest","0.01","credit","Interest Income","Regular Share","",""
"7/31/2022","Descriptive Deposit Cash Back Reward","Descriptive Deposit Cash Back Reward","10.00","credit","Transfer","Cash Back Student Checking","",""
"7/31/2022","POS WD Amazon.com*UT76X42V3 Amzn.com/billWAUS","POS WD Amazon.com*UT76X42V3 Amzn.com/billWAUS","3.99","debit","Shopping","Cash Back Student Checking","",""
"7/30/2022","PIZZA HUT 30577 775-972-0291 NV","PIZZA HUT 30577 775-972-0291 NV","26.04","debit","Fast Food","DISCOVER IT CHROME CARD","",""
"7/30/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","10.74","debit","Groceries","Cash Back Student Checking","",""
"7/29/2022","DUTCH BROS 541-955-4700 OR
APPLE PAY ENDING IN 3793","DUTCH BROS 541-955-4700 OR
APPLE PAY ENDING IN 3793","10.00","debit","Coffee Shops","DISCOVER IT CHROME CARD","",""
"7/28/2022","EQT*HOMETOWN HEALTH PLAN 775-982-3232 NV
EQT*HOMETOWN HEALTH PLAN","EQT*HOMETOWN HEALTH PLAN 775-982-3232 NV
EQT*HOMETOWN HEALTH PLAN","12.73","debit","Health Insurance","DISCOVER IT CHROME CARD","",""
"7/28/2022","External DP NATL FIN SVC LLC - EFT","External DP NATL FIN SVC LLC - EFT","0.20","credit","Income","Cash Back Student Checking","",""
"7/28/2022","External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER","External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER","100.00","credit","Transfer","Cash Back Student Checking","",""
"7/28/2022","External WD NATL FIN SVC LLC - EFT","External WD NATL FIN SVC LLC - EFT","0.45","debit","Investments","Cash Back Student Checking","",""
"7/28/2022","External DP NATL FIN SVC LLC - EFT","External DP NATL FIN SVC LLC - EFT","0.25","credit","Income","Cash Back Student Checking","",""
"7/27/2022","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","100.00","debit","Transfer","High Yield Savings Acct","",""
"7/26/2022","External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER","External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER","100.00","credit","Transfer","Cash Back Student Checking","",""
"7/26/2022","POS WD VENMO* Visa Direct NYUS","POS WD VENMO* Visa Direct NYUS","650.00","debit","Groceries","Cash Back Student Checking","",""
"7/26/2022","External WD NV ENERGY NORTH SPPCO - SPPC PYMT","External WD NV ENERGY NORTH SPPCO - SPPC PYMT","112.45","debit","Utilities","Cash Back Student Checking","",""
"7/25/2022","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Express Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","100.00","debit","Transfer","High Yield Savings Acct","",""
"7/25/2022","BEST LIFE AND HEALTH INS IRVINE CA","BEST LIFE AND HEALTH INS IRVINE CA","33.09","debit","Health Insurance","DISCOVER IT CHROME CARD","",""
"7/25/2022","External DP VENMO - CASHOUT","External DP VENMO - CASHOUT","37.48","credit","Income","Cash Back Student Checking","",""
"7/25/2022","POS WD VZWRLSS*APOCC VISW 800-922-0204 FLUS","POS WD VZWRLSS*APOCC VISW 800-922-0204 FLUS","108.01","debit","Mobile Phone","Cash Back Student Checking","",""
"7/25/2022","External DP NV GAME DESIGN L - PAYROLL","External DP NV GAME DESIGN L - PAYROLL","515.21","credit","Paycheck","Cash Back Student Checking","",""
"7/25/2022","External DP VENMO - CASHOUT","External DP VENMO - CASHOUT","37.48","credit","Income","Cash Back Student Checking","",""
"7/24/2022","POS WD TST* WOW WOW HAWAIIAN LRENO NVUS","POS WD TST* WOW WOW HAWAIIAN LRENO NVUS","8.98","debit","Restaurants","Cash Back Student Checking","",""
"7/23/2022","POS WD VENMO* Visa Direct NYUS","POS WD VENMO* Visa Direct NYUS","63.55","debit","Groceries","Cash Back Student Checking","",""
"7/23/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","15.27","debit","Groceries","Cash Back Student Checking","",""
"7/23/2022","POS WD MAVERIK #569 1391 N. MCCARRAN BLVD. RENO NVUS","POS WD MAVERIK #569 1391 N. MCCARRAN BLVD. RENO NVUS","8.21","debit","Gas & Fuel","Cash Back Student Checking","",""
"7/21/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","11.72","debit","Groceries","Cash Back Student Checking","",""
"7/21/2022","POS WD Roku for WarnerMedia Gl816-2728107 DEUS","POS WD Roku for WarnerMedia Gl816-2728107 DEUS","9.99","debit","Entertainment","Cash Back Student Checking","",""
"7/21/2022","External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","47.08","debit","Credit Card Payment","Cash Back Student Checking","",""
"7/20/2022","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","47.08","credit","Hide from Budgets & Trends","DISCOVER IT CHROME CARD","",""
"7/20/2022","POS WD SQ *KEVA JUICE - NW RENReno NVUS","POS WD SQ *KEVA JUICE - NW RENReno NVUS","5.97","debit","Restaurants","Cash Back Student Checking","",""
"7/20/2022","POS WD USPS PO 31728806 1050 N HILLS BLVD RENO NVUS","POS WD USPS PO 31728806 1050 N HILLS BLVD RENO NVUS","13.40","debit","Shipping","Cash Back Student Checking","",""
"7/20/2022","ATM Deposit GREATER NEVADA CU 1095 N HILLS BLVD RENO NVUS","ATM Deposit GREATER NEVADA CU 1095 N HILLS BLVD RENO NVUS","50.00","credit","Transfer","Cash Back Student Checking","",""
"7/20/2022","External WD FARMERS INS - EFT PYMT","External WD FARMERS INS - EFT PYMT","17.24","debit","Financial","Cash Back Student Checking","",""
"7/19/2022","POS WD RALEY S #115 1075 N HILRENO NVUS","POS WD RALEY S #115 1075 N HILRENO NVUS","7.64","debit","Groceries","Cash Back Student Checking","",""
"7/18/2022","AUTOMATIC STATEMENT CREDIT","AUTOMATIC STATEMENT CREDIT","5.92","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"7/18/2022","POS WD VENMO* Visa Direct NYUS","POS WD VENMO* Visa Direct NYUS","44.07","debit","Groceries","Cash Back Student Checking","",""
"7/18/2022","American Express","External WD AMERICANEXPRESS PERSONAL SAVINGS - TRANSFER","92.17","debit","Savings","Cash Back Student Checking","",""
"7/18/2022","POS WD DOUGHBOYS DONUTS 2 LLC RENO NVUS","POS WD DOUGHBOYS DONUTS 2 LLC RENO NVUS","2.95","debit","Restaurants","Cash Back Student Checking","",""
"7/18/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","12.39","debit","Groceries","Cash Back Student Checking","",""
"7/16/2022","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","32.08","debit","Finance Charge","DISCOVER IT CHROME CARD","",""
"7/16/2022","POS WD Adobe Inc 800-8336687 CAUS","POS WD Adobe Inc 800-8336687 CAUS","29.99","debit","Electronics & Software","Cash Back Student Checking","",""
"7/16/2022","ATM Foreign Trns Fee (SYS)","ATM Foreign Trns Fee (SYS)","6.00","debit","Fees & Charges","Cash Back Student Checking","",""
"7/16/2022","POS WD AMAZON.COM SEATTLE WAUS","POS WD AMAZON.COM SEATTLE WAUS","14.89","debit","Shopping","Cash Back Student Checking","",""
"7/16/2022","POS WD APPLE COM ONE APPLE PARK WAY US CUPERTINO CAUS","POS WD APPLE COM ONE APPLE PARK WAY US CUPERTINO CAUS","2.99","debit","Electronics & Software","Cash Back Student Checking","",""
"7/15/2022","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","92.17","credit","Transfer","High Yield Savings Acct","",""
"7/15/2022","ATM Fee","ATM Withdrawal MYNT North 340 Lemmon Dr US Reno NVUS","3.00","debit","ATM Fee","Cash Back Student Checking","",""
"7/15/2022","ATM Withdrawal MYNT North 340 Lemmon Dr US Reno NVUS","ATM Withdrawal MYNT North 340 Lemmon Dr US Reno NVUS","20.00","debit","Cash & ATM","Cash Back Student Checking","",""
"7/15/2022","ATM Fee","ATM Withdrawal MYNT North 340 Lemmon Dr US Reno NVUS","3.00","debit","ATM Fee","Cash Back Student Checking","",""
"7/15/2022","ATM Withdrawal MYNT North 340 Lemmon Dr US Reno NVUS","ATM Withdrawal MYNT North 340 Lemmon Dr US Reno NVUS","100.00","debit","Cash & ATM","Cash Back Student Checking","",""
"7/15/2022","Withdrawal Internet Transfer to 886610643 SAV","Withdrawal Internet Transfer to 886610643 SAV","23.82","debit","Transfer","Cash Back Student Checking","",""
"7/15/2022","POS WD WENDY\u0027\u0027S RENO NVUS","POS WD WENDY\u0027\u0027S RENO NVUS","2.70","debit","Fast Food","Cash Back Student Checking","",""
"7/15/2022","Deposit Internet Transfer from 886610651 CK","Deposit Internet Transfer from 886610651 CK","23.82","credit","Transfer","Regular Share","",""
"7/14/2022","Interest Payment","Interest Payment","0.38","credit","Interest Income","High Yield Savings Acct","",""
"7/14/2022","POS WD SPOTIFY 877-778-1161 NYUS","POS WD SPOTIFY 877-778-1161 NYUS","9.99","debit","Music","Cash Back Student Checking","",""
"7/14/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","20.24","debit","Groceries","Cash Back Student Checking","",""
"7/14/2022","External DP VENMO - CASHOUT","External DP VENMO - CASHOUT","27.00","credit","Income","Cash Back Student Checking","",""
"7/13/2022","POS WD Wal-Mart Super Center 4239 WAL-SAMS RENO NV","POS WD Wal-Mart Super Center 4239 WAL-SAMS RENO NV","21.13","debit","Shopping","Cash Back Student Checking","",""
"7/13/2022","POS WD SALLY BEAUTY 103 206 LERENO NVUS","POS WD SALLY BEAUTY 103 206 LERENO NVUS","80.96","debit","Personal Care","Cash Back Student Checking","",""
"7/13/2022","External DP PAYPAL TRANSFER - TRANSFER","External DP PAYPAL TRANSFER - TRANSFER","438.00","credit","Transfer","Cash Back Student Checking","",""
"7/12/2022","POS WD Subway COO54992 Stead NVUS","POS WD Subway COO54992 Stead NVUS","13.91","debit","Fast Food","Cash Back Student Checking","",""
"7/12/2022","POS WD VENMO* Visa Direct NYUS","POS WD VENMO* Visa Direct NYUS","101.79","debit","Groceries","Cash Back Student Checking","",""
"7/12/2022","POS WD AMAZON.COM SEATTLE WAUS","POS WD AMAZON.COM SEATTLE WAUS","15.56","debit","Shopping","Cash Back Student Checking","",""
"7/11/2022","AMAZON PRIME*Z86HL3VW3 AMZN.COM/BILLWA
3G9Z4KENILN","AMAZON PRIME*Z86HL3VW3 AMZN.COM/BILLWA
3G9Z4KENILN","7.49","debit","Shopping","DISCOVER IT CHROME CARD","",""
"7/11/2022","External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","External WD DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","300.00","debit","Credit Card Payment","Cash Back Student Checking","",""
"7/10/2022","POS WD EIG*Hostgator.com 713-5745287 MAUS","POS WD EIG*Hostgator.com 713-5745287 MAUS","16.95","debit","Internet","Cash Back Student Checking","",""
"7/10/2022","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","300.00","credit","Hide from Budgets & Trends","DISCOVER IT CHROME CARD","",""
"7/09/2022","POS WD DOLLAR TREE 1130 N HILLS BLVD STE 1RENO NVUS","POS WD DOLLAR TREE 1130 N HILLS BLVD STE 1RENO NVUS","10.83","debit","Shopping","Cash Back Student Checking","",""
"7/09/2022","POS WD MAVERIK #443 15 PANTHER DR RENO NVUS","POS WD MAVERIK #443 15 PANTHER DR RENO NVUS","66.24","debit","Gas & Fuel","Cash Back Student Checking","",""
"7/09/2022","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","POS WD SMITHS FOOD # 43 175 LEMMON DRIVE RENO NVUS","25.51","debit","Groceries","Cash Back Student Checking","",""
"7/08/2022","POS WD AMAZON PAYMENTS SEATTLE WAUS","POS WD AMAZON PAYMENTS SEATTLE WAUS","30.35","debit","Shopping","Cash Back Student Checking","",""
"7/08/2022","External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER","External DP FISHER,MAYA PERSONAL SAVINGS - TRANSFER","200.00","credit","Transfer","Cash Back Student Checking","",""
"7/08/2022","External DP NV GAME DESIGN L - PAYROLL","External DP NV GAME DESIGN L - PAYROLL","850.63","credit","Paycheck","Cash Back Student Checking","",""
"7/08/2022","POS WD IC* INSTACART HTTPSINSTACARCAUS","POS WD IC* INSTACART HTTPSINSTACARCAUS","53.48","debit","Groceries","Cash Back Student Checking","",""
"7/08/2022","AMZN MKTP US*JB8EB5R93 AMZN.COM/BILLWA
2LRXT8GXCMV","AMZN MKTP US*JB8EB5R93 AMZN.COM/BILLWA
2LRXT8GXCMV","19.48","debit","Shopping","DISCOVER IT CHROME CARD","",""
"7/07/2022","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Internet transfer to GREATER NEVADA CREDIT UNION DDA account XXXXX0651","200.00","debit","Transfer","High Yield Savings Acct","",""
"7/07/2022","VERIZON WIRELESS RENO 07 RENO NV","VERIZON WIRELESS RENO 07 RENO NV","109.38","debit","Mobile Phone","DISCOVER IT CHROME CARD","",""
"7/07/2022","Deposit Internet Transfer from 886610643 SAV","Deposit Internet Transfer from 886610643 SAV","20.00","credit","Transfer","Cash Back Student Checking","",""
"7/07/2022","Withdrawal Internet Transfer to 886610651 CK","Withdrawal Internet Transfer to 886610651 CK","20.00","debit","Transfer","Regular Share","",""
"7/06/2022","Express Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","Express Internet transfer from GREATER NEVADA CREDIT UNION DDA account XXXXX0651","79.00","credit","Transfer","High Yield Savings Acct","",""
"7/06/2022","SMITHS FOOD # 4344 RENO NV","SMITHS FOOD # 4344 RENO NV","36.09","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/06/2022","MIGUEL'S FRESH JERKY BEATTY NV","MIGUEL'S FRESH JERKY BEATTY NV","15.00","debit","Groceries","DISCOVER IT CHROME CARD","",""
"7/06/2022","SQ *NARONG'S THAI KITC LAS VEGAS NV
0001152921511604075154","SQ *NARONG'S THAI KITC LAS VEGAS NV
0001152921511604075154","21.32","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"7/06/2022","McDonald's","MCDONALD'S F6217 WICKENBURG AZ","11.70","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"7/06/2022","SHELL93004061890 TONOPAH NV","SHELL93004061890 TONOPAH NV","4.99","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
